Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days,Age,Family_Size,Money_Spent,Essential_Share,Luxury_Share,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Has_Partner_Single,Has_Kids_1,cluster,Cluster,Total_Promos
60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,53395200000000000,46,2,943,0.4973488865323436,0.09650053022269353,0,1,0,0,1,1,0,0,0
48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,35596800000000000,61,4,347,0.2680115273775216,0.01729106628242075,0,1,0,0,0,1,0,0,1
89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,22809600000000000,66,2,1924,0.2972972972972973,0.028586278586278588,0,0,1,0,0,0,1,1,1
44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,34214400000000000,79,3,397,0.1385390428211587,0.1309823677581864,0,0,0,1,0,1,0,0,0
81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,51926400000000000,50,1,2089,0.34131163235998085,0.01292484442316898,0,0,1,0,1,0,1,1,0
36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,55641600000000000,64,4,138,0.36231884057971014,0.14492753623188406,0,1,0,0,0,1,2,2,0
26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,45273600000000000,35,2,42,0.4523809523809524,0.2619047619047619,0,1,0,0,1,1,2,2,0
71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,40608000000000000,66,2,777,0.5842985842985843,0.09652509652509653,0,1,0,0,0,0,1,1,0
80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,29116800000000000,81,2,1902,0.43585699263932703,0.0,0,0,1,0,0,0,1,1,2
30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,27043200000000000,60,3,52,0.28846153846153844,0.19230769230769232,0,1,0,0,1,1,2,2,0
73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,29116800000000000,38,1,1651,0.290732889158086,0.10599636583888553,0,0,1,0,1,0,1,1,1
42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,41212800000000000,34,2,358,0.2905027932960894,0.16201117318435754,0,1,0,0,0,0,2,2,0
70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,68860800000000000,72,2,1727,0.14418066010422698,0.03821656050955414,0,1,0,0,0,0,1,1,2
25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,73353600000000000,38,3,210,0.38571428571428573,0.40476190476190477,0,1,0,0,0,1,2,2,0
32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,83635200000000000,39,3,42,0.6190476190476191,0.047619047619047616,0,1,0,0,0,1,2,2,0
77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,32313600000000000,67,2,1291,0.2889233152594888,0.009295120061967466,0,0,0,1,0,0,1,1,0
50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,10540800000000000,48,2,442,0.5316742081447964,0.07918552036199095,0,0,1,0,0,0,2,2,0
61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,62899200000000000,61,1,1895,0.4,0.0633245382585752,0,1,0,0,1,0,1,1,0
49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,54864000000000000,65,4,411,0.26034063260340634,0.17274939172749393,0,0,0,1,0,1,0,0,0
47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,56937600000000000,50,2,521,0.46257197696737046,0.11708253358925144,0,0,0,0,1,1,0,0,0
72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,38361600000000000,56,2,1168,0.3775684931506849,0.046232876712328765,0,1,0,0,1,1,1,1,0
57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,14774400000000000,48,4,493,0.056795131845841784,0.018255578093306288,0,0,1,0,0,1,0,0,1
65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,51062400000000000,63,4,260,0.38846153846153847,0.14615384615384616,0,1,0,0,0,1,2,2,0
28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,46396800000000000,43,2,46,0.5869565217391305,0.13043478260869565,0,1,0,0,1,1,2,2,0
47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,34300800000000000,74,3,319,0.41379310344827586,0.047021943573667714,0,0,1,0,0,1,0,0,0
44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,27820800000000000,58,3,96,0.11458333333333333,0.07291666666666667,0,1,0,0,0,1,2,2,0
76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,25401600000000000,58,1,1062,0.4783427495291902,0.02824858757062147,0,1,0,0,1,0,1,1,1
57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,41904000000000000,73,3,232,0.3146551724137931,0.02586206896551724,0,0,0,0,0,1,0,0,0
22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,30067200000000000,44,2,76,0.34210526315789475,0.34210526315789475,0,0,1,0,1,1,2,2,0
25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,44323200000000000,48,3,54,0.5185185185185185,0.4074074074074074,0,0,0,0,0,1,2,2,0
43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,78710400000000000,56,2,201,0.4975124378109453,0.0945273631840796,0,1,0,0,1,1,2,2,0
42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,63763200000000000,41,2,406,0.1206896551724138,0.2512315270935961,0,0,0,1,1,1,2,2,0
84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,44582400000000000,43,2,1919,0.21990620114643042,0.0,0,0,0,1,0,0,1,1,2
54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,52617600000000000,49,3,662,0.4561933534743202,0.08157099697885196,0,1,0,0,0,1,0,0,0
24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,10800000000000000,35,3,41,0.4878048780487805,0.14634146341463414,0,0,0,0,0,1,2,2,0
85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,13651200000000000,61,1,1600,0.644375,0.02875,0,1,0,0,1,0,1,1,0
47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,54777600000000000,45,3,134,0.5223880597014925,0.07462686567164178,0,1,0,0,0,1,2,2,0
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,27129600000000000,57,4,69,0.37681159420289856,0.4057971014492754,0,1,0,0,0,1,2,2,1
27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,21772800000000000,52,4,21,0.14285714285714285,0.047619047619047616,0,0,1,0,0,1,2,2,0
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,21600000000000000,62,3,54,0.3148148148148148,0.3333333333333333,0,0,0,0,1,1,2,2,0
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,10713600000000000,36,2,91,0.5604395604395604,0.37362637362637363,0,1,0,0,1,1,2,2,1
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,13564800000000000,54,2,526,0.057034220532319393,0.06463878326996197,0,0,0,1,1,1,0,0,0
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51580800000000000,62,2,162,0.42592592592592593,0.25925925925925924,0,1,0,0,0,0,2,2,0
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,46915200000000000,76,2,1008,0.6537698412698413,0.04662698412698413,0,0,1,0,0,0,1,1,0
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,62812800000000000,73,4,240,0.5375,0.0625,0,1,0,0,0,1,2,2,0
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,60652800000000000,47,2,795,0.4075471698113208,0.14842767295597484,0,0,0,1,1,1,0,0,0
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,50198400000000000,43,2,1772,0.5186230248306998,0.0626410835214447,0,1,0,0,0,0,1,1,1
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55123200000000000,55,2,64,0.5,0.265625,0,0,0,0,0,0,2,2,0
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,48643200000000000,66,3,1957,0.19161982626469085,0.016862544711292796,0,1,0,0,0,1,1,1,4
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,39139200000000000,47,3,78,0.358974358974359,0.15384615384615385,0,1,0,0,0,1,2,2,0
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,46483200000000000,45,1,1572,0.7321882951653944,0.024173027989821884,0,1,0,0,1,0,1,1,0
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,45705600000000000,54,3,795,0.36855345911949683,0.04654088050314465,0,0,1,0,0,1,0,0,0
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,28080000000000000,55,3,889,0.625421822272216,0.09336332958380203,0,0,0,0,0,1,0,0,0
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,49593600000000000,62,2,331,0.38368580060422963,0.07250755287009064,0,0,0,1,1,1,0,0,0
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,13219200000000000,75,3,265,0.12830188679245283,0.1509433962264151,0,0,0,1,0,1,0,0,0
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,81043200000000000,63,2,1065,0.2215962441314554,0.03943661971830986,0,1,0,0,1,1,0,0,0
29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,44496000000000000,74,4,11,0.36363636363636365,0.09090909090909091,0,0,1,0,0,1,2,2,0
47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,49939200000000000,46,2,21,0.14285714285714285,0.19047619047619047,0,1,0,0,1,1,2,2,0
38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,75772800000000000,55,4,17,0.23529411764705882,0.058823529411764705,0,1,0,0,0,1,2,2,0
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,62812800000000000,51,3,369,0.42005420054200543,0.2872628726287263,0,1,0,0,0,1,0,0,0
38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,27043200000000000,57,4,38,0.13157894736842105,0.02631578947368421,0,0,0,1,0,1,2,2,0
38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,38793600000000000,47,2,177,0.4406779661016949,0.13559322033898305,0,0,0,0,1,1,2,2,0
64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,60220800000000000,55,3,279,0.17562724014336917,0.07168458781362007,0,0,0,1,0,1,0,0,0
36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,57369600000000000,44,3,62,0.5967741935483871,0.0,0,0,1,0,0,1,2,2,0
61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,58233600000000000,48,3,1230,0.12682926829268293,0.01951219512195122,0,0,0,1,0,1,0,0,3
51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,29030400000000000,57,4,182,0.19230769230769232,0.16483516483516483,0,1,0,0,0,1,2,2,0
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,40608000000000000,55,4,49,0.6326530612244898,0.14285714285714285,0,1,0,0,0,1,2,2,0
47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,38534400000000000,59,4,75,0.14666666666666667,0.10666666666666667,0,0,0,1,0,1,2,2,0
54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,39312000000000000,69,4,227,0.33480176211453744,0.01762114537444934,0,0,1,0,0,1,2,2,0
45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,67910400000000000,51,4,215,0.046511627906976744,0.009302325581395349,0,0,0,1,0,1,0,0,1
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,54259200000000000,74,3,444,0.1554054054054054,0.22297297297297297,0,1,0,0,0,1,0,0,0
47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,35596800000000000,58,4,47,0.46808510638297873,0.2127659574468085,0,0,0,0,0,1,2,2,0
27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,51840000000000000,74,2,143,0.3006993006993007,0.36363636363636365,0,0,1,0,0,0,2,2,0
39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,23932800000000000,42,3,55,0.12727272727272726,0.03636363636363636,0,1,0,0,0,1,2,2,0
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,20044800000000000,54,4,63,0.3333333333333333,0.14285714285714285,0,0,0,0,0,1,2,2,0
79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,69465600000000000,70,1,1867,0.31226566684520624,0.11997857525441885,0,1,0,0,1,0,1,1,3
61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,38707200000000000,64,3,611,0.47299509001636664,0.01800327332242226,0,0,1,0,0,1,0,0,0
53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,17539200000000000,70,3,473,0.08456659619450317,0.06342494714587738,0,1,0,0,0,1,0,0,1
24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,40867200000000000,66,2,55,0.36363636363636365,0.4,0,1,0,0,0,0,2,2,0
39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,62726400000000000,41,2,81,0.5061728395061729,0.20987654320987653,0,0,0,1,1,1,2,2,0
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,62553600000000000,50,2,2086,0.5206136145733461,0.009587727708533078,0,0,1,0,0,0,1,1,2
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,36374400000000000,60,1,1478,0.6048714479025711,0.11163734776725305,0,0,1,0,1,0,1,1,0
33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,26784000000000000,48,3,49,0.3877551020408163,0.32653061224489793,0,1,0,0,0,1,2,2,0
59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,33868800000000000,53,2,382,0.5706806282722513,0.0,0,0,0,1,0,0,1,1,0
17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,38275200000000000,50,3,69,0.3333333333333333,0.43478260869565216,0,0,1,0,0,1,2,2,0
23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,66614400000000000,56,2,67,0.5522388059701493,0.19402985074626866,0,1,0,0,1,1,2,2,0
42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,35683200000000000,56,4,30,0.3,0.06666666666666667,0,0,1,0,0,1,2,2,0
26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,52617600000000000,47,3,63,0.5555555555555556,0.23809523809523808,0,0,0,0,0,1,2,2,0
31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,72662400000000000,44,3,79,0.45569620253164556,0.05063291139240506,0,1,0,0,0,1,2,2,0
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,56419200000000000,64,2,42,0.047619047619047616,0.09523809523809523,0,1,0,0,1,1,2,2,0
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,71452800000000000,65,3,819,0.21123321123321123,0.12087912087912088,0,1,0,0,0,1,0,0,0
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,38448000000000000,70,1,1151,0.5403996524761078,0.04691572545612511,0,1,0,0,1,0,1,1,0
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,70416000000000000,77,4,594,0.21885521885521886,0.08249158249158249,0,0,0,1,0,1,0,0,0
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,58665600000000000,59,4,129,0.2558139534883721,0.10852713178294573,0,0,1,0,0,1,2,2,0
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,61084800000000000,39,2,213,0.27230046948356806,0.3004694835680751,0,0,1,0,1,1,2,2,0
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,2937600000000000,52,2,67,0.11940298507462686,0.05970149253731343,0,1,0,0,1,1,2,2,0
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,34387200000000000,69,4,28,0.6071428571428571,0.03571428571428571,0,1,0,0,1,1,2,2,0
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,66614400000000000,50,3,45,0.5333333333333333,0.24444444444444444,1,0,0,0,0,1,2,2,0
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,13305600000000000,60,2,1193,0.6194467728415759,0.018440905280804692,0,1,0,0,0,0,1,1,1
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,40953600000000000,56,1,268,0.40671641791044777,0.14925373134328357,0,0,1,0,1,0,2,2,0
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,43718400000000000,81,1,266,0.3533834586466165,0.03759398496240601,0,0,1,0,1,0,2,2,0
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,65145600000000000,52,3,37,0.35135135135135137,0.40540540540540543,1,0,0,0,0,1,2,2,0
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,34905600000000000,58,5,37,0.2702702702702703,0.05405405405405406,0,1,0,0,0,1,2,2,0
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,70502400000000000,56,1,882,0.45691609977324266,0.046485260770975055,0,0,0,1,1,0,1,1,0
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,43027200000000000,51,4,373,0.3136729222520107,0.064343163538874,0,1,0,0,0,1,0,0,0
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,47433600000000000,60,4,35,0.14285714285714285,0.08571428571428572,0,0,1,0,1,1,2,2,0
162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,55296000000000000,49,4,107,0.17757009345794392,0.018691588785046728,0,0,0,1,0,1,2,2,0
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,54259200000000000,47,3,42,0.5238095238095238,0.23809523809523808,0,1,0,0,1,1,2,2,0
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,72662400000000000,65,3,326,0.3374233128834356,0.07975460122699386,0,0,1,0,0,1,0,0,0
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,34041600000000000,64,3,404,0.09158415841584158,0.03712871287128713,0,0,0,1,0,1,0,0,0
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,44064000000000000,54,1,95,0.3263157894736842,0.3368421052631579,0,1,0,0,1,0,2,2,0
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,5529600000000000,76,1,939,0.2790202342917998,0.03727369542066028,0,1,0,0,1,0,1,1,2
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,29635200000000000,47,2,33,0.5151515151515151,0.06060606060606061,0,0,0,0,1,1,2,2,0
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,55296000000000000,70,2,981,0.45769622833843016,0.109072375127421,0,0,0,0,0,0,1,1,1
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,59184000000000000,49,3,36,0.5277777777777778,0.16666666666666666,0,1,0,0,0,1,2,2,0
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,55296000000000000,50,2,1237,0.6475343573160873,0.15359741309620048,0,1,0,0,1,1,1,1,0
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,69638400000000000,65,3,1825,0.3736986301369863,0.009315068493150684,0,1,0,0,0,1,0,0,0
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,78624000000000000,48,3,103,0.7281553398058253,0.07766990291262135,0,0,0,1,1,1,2,2,0
28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,62035200000000000,48,2,191,0.7539267015706806,0.015706806282722512,0,1,0,0,1,1,2,2,0
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,33004800000000000,55,3,1586,0.21752837326607818,0.018915510718789406,0,0,0,1,0,1,0,0,0
65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,15206400000000000,67,2,963,0.29906542056074764,0.056074766355140186,0,0,0,1,0,0,1,1,0
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,28080000000000000,55,3,889,0.625421822272216,0.09336332958380203,0,0,0,0,0,1,0,0,0
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,25401600000000000,65,1,93,0.5591397849462365,0.3225806451612903,0,0,0,0,1,0,2,2,1
83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,51580800000000000,52,1,1587,0.5015752993068683,0.04977945809703844,0,1,0,0,1,0,1,1,0
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,5529600000000000,63,4,16,0.0625,0.0625,0,1,0,0,1,1,2,2,0
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,52617600000000000,73,1,1375,0.5607272727272727,0.11854545454545455,0,1,0,0,1,0,1,1,0
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,42508800000000000,63,3,393,0.4580152671755725,0.12213740458015267,0,1,0,0,0,1,0,0,0
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,69033600000000000,75,2,1477,0.27217332430602575,0.046716316858496955,0,0,1,0,1,1,0,0,0
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,46915200000000000,54,3,1179,0.30195080576759964,0.06191687871077184,0,1,0,0,0,1,0,0,1
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,81216000000000000,65,3,1005,0.22388059701492538,0.1582089552238806,0,1,0,0,0,1,0,0,0
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,17884800000000000,77,2,1348,0.5459940652818991,0.019287833827893175,0,0,0,1,0,0,1,1,0
62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,60998400000000000,66,2,1307,0.15837796480489671,0.019127773527161437,0,0,0,1,1,1,0,0,0
45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,44841600000000000,61,2,486,0.06995884773662552,0.2962962962962963,0,1,0,0,1,1,0,0,1
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,37065600000000000,78,2,2252,0.38321492007104796,0.0652753108348135,0,0,1,0,0,0,1,1,2
46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,41040000000000000,54,4,235,0.2127659574468085,0.04680851063829787,0,0,0,1,0,1,0,0,0
105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,59097600000000000,55,2,1724,0.28248259860788866,0.12006960556844548,0,1,0,0,0,0,1,1,2
55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,30931200000000000,55,2,235,0.3702127659574468,0.08085106382978724,0,0,1,0,1,1,2,2,0
78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,17020800000000000,48,3,1092,0.24816849816849818,0.045787545787545784,0,0,1,0,0,1,0,0,0
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,38534400000000000,67,3,599,0.17863105175292154,0.24373956594323873,0,1,0,0,0,1,0,0,0
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,25228800000000000,65,1,2008,0.425796812749004,0.018924302788844622,0,0,1,0,1,0,1,1,1
29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,71798400000000000,40,3,48,0.4791666666666667,0.125,0,1,0,0,0,1,2,2,0
67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,62899200000000000,51,3,1174,0.2776831345826235,0.009369676320272573,0,1,0,0,0,1,0,0,0
50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,20476800000000000,75,3,67,0.40298507462686567,0.13432835820895522,0,0,0,1,0,1,2,2,0
